id,sensor_type,value,timestamp
11729,temperature,70.36,2024-12-22 21:19:34
11730,turbidity,2898.69,2024-12-22 21:19:36
11731,total dissolved solids,692.47,2024-12-22 21:19:36
11732,temperature,70.47,2024-12-22 21:19:37
11733,total dissolved solids,692.61,2024-12-22 21:19:38
11734,turbidity,2899.26,2024-12-22 21:19:38
11735,turbidity,1.37,2024-12-22 21:19:40
11736,total dissolved solids,0.33,2024-12-22 21:19:40
11737,temperature,70.36,2024-12-22 21:19:40
11738,turbidity,2898.24,2024-12-22 21:19:42
11739,total dissolved solids,692.36,2024-12-22 21:19:42
11740,temperature,70.47,2024-12-22 21:19:43
11741,turbidity,2898.92,2024-12-22 21:19:44
11742,total dissolved solids,692.53,2024-12-22 21:19:44
11743,temperature,70.47,2024-12-22 21:19:46
11744,turbidity,2899.37,2024-12-22 21:19:46
11745,total dissolved solids,692.64,2024-12-22 21:19:46
11746,total dissolved solids,691.96,2024-12-22 21:19:49
11747,turbidity,2896.53,2024-12-22 21:19:49
11748,temperature,70.36,2024-12-22 21:19:49
11749,turbidity,2900.06,2024-12-22 21:19:51
11750,total dissolved solids,0.33,2024-12-22 21:19:51
11751,temperature,70.47,2024-12-22 21:19:52
11752,turbidity,2899.83,2024-12-22 21:19:53
11753,total dissolved solids,692.74,2024-12-22 21:19:53
11754,temperature,70.47,2024-12-22 21:19:55
11755,turbidity,2901.76,2024-12-22 21:19:55
11756,total dissolved solids,693.21,2024-12-22 21:19:55
11757,total dissolved solids,0.33,2024-12-22 21:19:57
11758,turbidity,1.37,2024-12-22 21:19:57
11759,temperature,70.47,2024-12-22 21:19:58
11760,turbidity,2898.46,2024-12-22 21:19:59
11761,total dissolved solids,692.42,2024-12-22 21:19:59
11762,temperature,70.47,2024-12-22 21:20:01
11763,turbidity,2890.61,2024-12-22 21:20:01
11764,total dissolved solids,690.54,2024-12-22 21:20:01
11765,turbidity,2897.78,2024-12-22 21:20:03
11766,total dissolved solids,692.26,2024-12-22 21:20:03
11767,temperature,70.47,2024-12-22 21:20:04
11768,total dissolved solids,692.26,2024-12-22 21:20:06
11769,turbidity,2897.78,2024-12-22 21:20:06
11770,temperature,70.36,2024-12-22 21:20:06
11771,turbidity,2898.69,2024-12-22 21:20:08
11772,total dissolved solids,692.47,2024-12-22 21:20:08
11773,temperature,70.47,2024-12-22 21:20:09
11774,total dissolved solids,691.68,2024-12-22 21:20:10
11775,turbidity,2895.39,2024-12-22 21:20:10
11776,turbidity,2897.89,2024-12-22 21:20:12
11777,total dissolved solids,692.28,2024-12-22 21:20:12
11778,temperature,70.47,2024-12-22 21:20:12
11779,turbidity,2898.24,2024-12-22 21:20:14
11780,total dissolved solids,692.36,2024-12-22 21:20:14
11781,temperature,70.47,2024-12-22 21:20:15
11782,total dissolved solids,691.93,2024-12-22 21:20:16
11783,turbidity,2896.42,2024-12-22 21:20:16
11784,temperature,70.47,2024-12-22 21:20:18
11785,turbidity,2897.89,2024-12-22 21:20:18
11786,total dissolved solids,692.28,2024-12-22 21:20:18
11787,turbidity,2898.46,2024-12-22 21:20:20
11788,total dissolved solids,692.42,2024-12-22 21:20:20
11789,temperature,70.47,2024-12-22 21:20:21
11790,turbidity,1.37,2024-12-22 21:20:22
11791,total dissolved solids,0.33,2024-12-22 21:20:22
11792,temperature,70.36,2024-12-22 21:20:24
11793,turbidity,2897.33,2024-12-22 21:20:25
11794,total dissolved solids,692.15,2024-12-22 21:20:25
11795,total dissolved solids,692.64,2024-12-22 21:20:27
11796,turbidity,2899.37,2024-12-22 21:20:27
11797,temperature,70.47,2024-12-22 21:20:27
11798,turbidity,2898.01,2024-12-22 21:20:29
11799,total dissolved solids,692.31,2024-12-22 21:20:29
11800,temperature,70.36,2024-12-22 21:20:30
11801,total dissolved solids,692.53,2024-12-22 21:20:31
11802,turbidity,2898.92,2024-12-22 21:20:31
11803,temperature,70.47,2024-12-22 21:20:33
11804,turbidity,1.37,2024-12-22 21:20:33
11805,total dissolved solids,0.33,2024-12-22 21:20:33
11806,turbidity,2896.19,2024-12-22 21:20:35
11807,total dissolved solids,691.88,2024-12-22 21:20:35
11808,temperature,70.47,2024-12-22 21:20:36
11809,total dissolved solids,0.33,2024-12-22 21:20:37
11810,turbidity,1.37,2024-12-22 21:20:37
11811,temperature,70.36,2024-12-22 21:20:38
11812,turbidity,2900.51,2024-12-22 21:20:39
11813,total dissolved solids,692.91,2024-12-22 21:20:39
11814,temperature,70.36,2024-12-22 21:20:41
11815,turbidity,2893.46,2024-12-22 21:20:41
11816,total dissolved solids,691.22,2024-12-22 21:20:41
11817,turbidity,2899.37,2024-12-22 21:20:44
11818,total dissolved solids,692.64,2024-12-22 21:20:44
11819,temperature,70.47,2024-12-22 21:20:44
11820,total dissolved solids,0.33,2024-12-22 21:20:46
11821,turbidity,1.37,2024-12-22 21:20:46
11822,temperature,70.47,2024-12-22 21:20:47
11823,turbidity,2900.17,2024-12-22 21:20:48
11824,total dissolved solids,692.83,2024-12-22 21:20:48
11825,turbidity,2899.49,2024-12-22 21:20:50
11826,total dissolved solids,692.66,2024-12-22 21:20:50
11827,temperature,70.47,2024-12-22 21:20:50
11828,total dissolved solids,692.09,2024-12-22 21:20:52
11829,turbidity,2897.1,2024-12-22 21:20:52
11830,temperature,70.47,2024-12-22 21:20:53
11831,turbidity,1.37,2024-12-22 21:20:54
11832,total dissolved solids,0.33,2024-12-22 21:20:54
11833,temperature,70.47,2024-12-22 21:20:56
11834,turbidity,2900.28,2024-12-22 21:20:56
11835,total dissolved solids,692.85,2024-12-22 21:20:56
11836,turbidity,2900.4,2024-12-22 21:20:58
11837,total dissolved solids,692.88,2024-12-22 21:20:58
11838,temperature,70.36,2024-12-22 21:20:59
11839,turbidity,1.25,2024-12-22 21:21:00
11840,total dissolved solids,0.3,2024-12-22 21:21:00
11841,temperature,70.36,2024-12-22 21:21:02
11842,turbidity,2896.42,2024-12-22 21:21:03
11843,total dissolved solids,691.93,2024-12-22 21:21:03
11844,turbidity,2878.79,2024-12-22 21:21:05
11845,total dissolved solids,687.72,2024-12-22 21:21:05
11846,temperature,70.47,2024-12-22 21:21:05
11847,turbidity,2896.87,2024-12-22 21:21:07
11848,total dissolved solids,692.04,2024-12-22 21:21:07
11849,temperature,70.47,2024-12-22 21:21:08
11850,turbidity,2897.55,2024-12-22 21:21:09
11851,total dissolved solids,692.2,2024-12-22 21:21:09
11852,temperature,70.47,2024-12-22 21:21:11
11853,total dissolved solids,0.33,2024-12-22 21:21:11
11854,turbidity,1.37,2024-12-22 21:21:11
11855,total dissolved solids,0.3,2024-12-22 21:21:13
11856,turbidity,2898.69,2024-12-22 21:21:13
11857,temperature,70.47,2024-12-22 21:21:14
11858,total dissolved solids,0.33,2024-12-22 21:21:15
11859,turbidity,2897.67,2024-12-22 21:21:15
11860,temperature,70.36,2024-12-22 21:21:17
11861,turbidity,2898.8,2024-12-22 21:21:17
11862,total dissolved solids,692.5,2024-12-22 21:21:17
11863,turbidity,2899.26,2024-12-22 21:21:19
11864,total dissolved solids,692.61,2024-12-22 21:21:19
11865,temperature,70.47,2024-12-22 21:21:19
11866,total dissolved solids,692.77,2024-12-22 21:21:22
11867,turbidity,2899.94,2024-12-22 21:21:22
11868,temperature,70.47,2024-12-22 21:21:22
11869,turbidity,1.37,2024-12-22 21:21:24
11870,total dissolved solids,0.33,2024-12-22 21:21:24
11871,temperature,70.47,2024-12-22 21:21:25
11872,total dissolved solids,692.69,2024-12-22 21:21:26
11873,turbidity,2899.6,2024-12-22 21:21:26
11874,turbidity,1.37,2024-12-22 21:21:28
11875,total dissolved solids,0.33,2024-12-22 21:21:28
11876,temperature,70.47,2024-12-22 21:21:28
11877,turbidity,2891.18,2024-12-22 21:21:30
11878,total dissolved solids,690.68,2024-12-22 21:21:30
11879,temperature,70.47,2024-12-22 21:21:31
11880,total dissolved solids,691.93,2024-12-22 21:21:32
11881,turbidity,2896.42,2024-12-22 21:21:32
11882,temperature,70.36,2024-12-22 21:21:34
11883,turbidity,2903.36,2024-12-22 21:21:34
11884,total dissolved solids,693.59,2024-12-22 21:21:34
11885,turbidity,2900.74,2024-12-22 21:21:36
11886,total dissolved solids,692.96,2024-12-22 21:21:36
11887,temperature,70.36,2024-12-22 21:21:37
11888,turbidity,2899.37,2024-12-22 21:21:38
11889,total dissolved solids,692.64,2024-12-22 21:21:38
11890,temperature,70.47,2024-12-22 21:21:40
11891,turbidity,2897.1,2024-12-22 21:21:40
11892,total dissolved solids,692.09,2024-12-22 21:21:40
11893,turbidity,2900.51,2024-12-22 21:21:43
11894,total dissolved solids,692.91,2024-12-22 21:21:43
11895,temperature,70.47,2024-12-22 21:21:43
11896,turbidity,1.37,2024-12-22 21:21:45
11897,total dissolved solids,0.33,2024-12-22 21:21:45
11898,temperature,70.47,2024-12-22 21:21:46
11899,turbidity,2898.24,2024-12-22 21:21:47
11900,total dissolved solids,692.36,2024-12-22 21:21:47
11901,temperature,70.47,2024-12-22 21:21:49
11902,turbidity,2896.08,2024-12-22 21:21:49
11903,total dissolved solids,691.85,2024-12-22 21:21:49
11904,turbidity,2899.03,2024-12-22 21:21:51
11905,total dissolved solids,692.55,2024-12-22 21:21:51
11906,temperature,70.47,2024-12-22 21:21:51
11907,turbidity,2898.46,2024-12-22 21:21:53
11908,total dissolved solids,692.42,2024-12-22 21:21:53
11909,temperature,70.47,2024-12-22 21:21:54
11910,total dissolved solids,0.33,2024-12-22 21:21:55
11911,turbidity,1.37,2024-12-22 21:21:55
11912,temperature,70.47,2024-12-22 21:21:57
11913,total dissolved solids,0.33,2024-12-22 21:21:57
11914,turbidity,1.37,2024-12-22 21:21:57
11915,turbidity,2903.13,2024-12-22 21:21:59
11916,total dissolved solids,693.53,2024-12-22 21:21:59
11917,temperature,70.47,2024-12-22 21:22:00
11918,total dissolved solids,0.33,2024-12-22 21:22:02
11919,turbidity,1.37,2024-12-22 21:22:02
11920,temperature,70.47,2024-12-22 21:22:03
11921,total dissolved solids,0.33,2024-12-22 21:22:04
11922,turbidity,2897.21,2024-12-22 21:22:04
11923,total dissolved solids,0.33,2024-12-22 21:22:06
11924,turbidity,1.37,2024-12-22 21:22:06
11925,temperature,70.47,2024-12-22 21:22:06
11926,total dissolved solids,0.33,2024-12-22 21:22:08
11927,turbidity,1.37,2024-12-22 21:22:08
11928,temperature,70.47,2024-12-22 21:22:09
11929,turbidity,2898.92,2024-12-22 21:22:10
11930,total dissolved solids,692.53,2024-12-22 21:22:10
11931,temperature,70.47,2024-12-22 21:22:12
11932,turbidity,2899.83,2024-12-22 21:22:12
11933,total dissolved solids,692.74,2024-12-22 21:22:12
11934,turbidity,2890.5,2024-12-22 21:22:14
11935,total dissolved solids,690.52,2024-12-22 21:22:14
11936,temperature,70.47,2024-12-22 21:22:15
11937,turbidity,1.37,2024-12-22 21:22:16
11938,total dissolved solids,0.33,2024-12-22 21:22:16
11939,temperature,70.47,2024-12-22 21:22:18
11940,turbidity,2901.31,2024-12-22 21:22:18
11941,total dissolved solids,0.33,2024-12-22 21:22:18
11942,turbidity,2899.15,2024-12-22 21:22:21
11943,total dissolved solids,692.58,2024-12-22 21:22:21
11944,temperature,70.47,2024-12-22 21:22:21
11945,turbidity,2897.89,2024-12-22 21:22:23
11946,total dissolved solids,0.33,2024-12-22 21:22:23
11947,temperature,70.47,2024-12-22 21:22:24
11948,turbidity,2897.21,2024-12-22 21:22:25
11949,total dissolved solids,0.33,2024-12-22 21:22:25
11950,temperature,70.47,2024-12-22 21:22:27
11951,total dissolved solids,692.88,2024-12-22 21:22:27
11952,turbidity,2900.4,2024-12-22 21:22:27
11953,turbidity,2899.6,2024-12-22 21:22:29
11954,total dissolved solids,692.69,2024-12-22 21:22:29
11955,temperature,70.47,2024-12-22 21:22:29
11956,turbidity,2899.37,2024-12-22 21:22:31
11957,total dissolved solids,0.33,2024-12-22 21:22:31
11958,temperature,70.47,2024-12-22 21:22:32
11959,turbidity,2895.96,2024-12-22 21:22:33
11960,total dissolved solids,691.82,2024-12-22 21:22:33
11961,temperature,70.47,2024-12-22 21:22:35
11962,turbidity,2905.86,2024-12-22 21:22:36
11963,total dissolved solids,694.18,2024-12-22 21:22:36
11964,turbidity,2901.76,2024-12-22 21:22:38
11965,total dissolved solids,693.21,2024-12-22 21:22:38
11966,temperature,70.47,2024-12-22 21:22:38
11967,turbidity,2898.69,2024-12-22 21:22:40
11968,total dissolved solids,692.47,2024-12-22 21:22:40
11969,temperature,70.47,2024-12-22 21:22:41
11970,turbidity,2893.35,2024-12-22 21:22:42
11971,total dissolved solids,691.2,2024-12-22 21:22:42
11972,temperature,70.47,2024-12-22 21:22:44
11973,turbidity,2904.72,2024-12-22 21:22:44
11974,total dissolved solids,693.91,2024-12-22 21:22:44
11975,turbidity,2903.36,2024-12-22 21:22:46
11976,total dissolved solids,693.59,2024-12-22 21:22:46
11977,temperature,70.47,2024-12-22 21:22:47
11978,turbidity,2898.35,2024-12-22 21:22:48
11979,total dissolved solids,692.39,2024-12-22 21:22:48
11980,temperature,70.47,2024-12-22 21:22:50
11981,turbidity,2905.86,2024-12-22 21:22:50
11982,total dissolved solids,694.18,2024-12-22 21:22:50
11983,turbidity,2897.44,2024-12-22 21:22:53
11984,total dissolved solids,692.17,2024-12-22 21:22:53
11985,temperature,70.47,2024-12-22 21:22:53
11986,total dissolved solids,0.33,2024-12-22 21:22:55
11987,turbidity,1.37,2024-12-22 21:22:55
11988,temperature,70.47,2024-12-22 21:22:56
11989,turbidity,1.37,2024-12-22 21:22:57
11990,total dissolved solids,0.33,2024-12-22 21:22:57
11991,temperature,70.47,2024-12-22 21:22:59
11992,turbidity,2900.4,2024-12-22 21:22:59
11993,total dissolved solids,692.88,2024-12-22 21:22:59
11994,turbidity,1.37,2024-12-22 21:23:01
11995,total dissolved solids,0.33,2024-12-22 21:23:01
11996,temperature,70.47,2024-12-22 21:23:02
11997,turbidity,2900.51,2024-12-22 21:23:03
11998,total dissolved solids,692.91,2024-12-22 21:23:03
11999,temperature,70.47,2024-12-22 21:23:04
12000,turbidity,2900.74,2024-12-22 21:23:05
12001,total dissolved solids,692.96,2024-12-22 21:23:05
12002,total dissolved solids,692.72,2024-12-22 21:23:07
12003,turbidity,2899.71,2024-12-22 21:23:07
12004,temperature,70.47,2024-12-22 21:23:07
12005,turbidity,2897.44,2024-12-22 21:23:09
12006,total dissolved solids,692.17,2024-12-22 21:23:09
12007,temperature,70.47,2024-12-22 21:23:10
12008,turbidity,2900.28,2024-12-22 21:23:12
12009,total dissolved solids,692.85,2024-12-22 21:23:12
12010,temperature,70.47,2024-12-22 21:23:13
12011,turbidity,2897.89,2024-12-22 21:23:14
12012,total dissolved solids,0.33,2024-12-22 21:23:14
12013,turbidity,2900.74,2024-12-22 21:23:16
12014,total dissolved solids,692.96,2024-12-22 21:23:16
12015,temperature,70.47,2024-12-22 21:23:16
12016,turbidity,2898.69,2024-12-22 21:23:18
12017,total dissolved solids,692.47,2024-12-22 21:23:18
12018,temperature,70.47,2024-12-22 21:23:19
12019,turbidity,1.37,2024-12-22 21:23:20
12020,total dissolved solids,0.33,2024-12-22 21:23:20
12021,temperature,70.47,2024-12-22 21:23:22
12022,turbidity,2902.45,2024-12-22 21:23:22
12023,total dissolved solids,693.37,2024-12-22 21:23:22
12024,turbidity,2900.17,2024-12-22 21:23:24
12025,total dissolved solids,692.83,2024-12-22 21:23:24
12026,temperature,70.47,2024-12-22 21:23:25
12027,turbidity,2900.51,2024-12-22 21:23:26
12028,total dissolved solids,692.91,2024-12-22 21:23:26
12029,temperature,70.47,2024-12-22 21:23:28
12030,turbidity,2900.62,2024-12-22 21:23:28
12031,total dissolved solids,692.93,2024-12-22 21:23:28
12032,total dissolved solids,692.99,2024-12-22 21:23:31
12033,turbidity,2900.85,2024-12-22 21:23:31
12034,temperature,70.47,2024-12-22 21:23:31
12035,turbidity,1.37,2024-12-22 21:23:33
12036,total dissolved solids,0.33,2024-12-22 21:23:33
12037,temperature,70.47,2024-12-22 21:23:34
12038,turbidity,2898.8,2024-12-22 21:23:35
12039,total dissolved solids,692.5,2024-12-22 21:23:35
12040,temperature,70.47,2024-12-22 21:23:37
12041,total dissolved solids,692.58,2024-12-22 21:23:37
12042,turbidity,2899.15,2024-12-22 21:23:37
12043,total dissolved solids,0.33,2024-12-22 21:23:39
12044,turbidity,1.37,2024-12-22 21:23:39
12045,temperature,70.47,2024-12-22 21:23:39
12046,total dissolved solids,692.88,2024-12-22 21:23:41
12047,turbidity,2900.4,2024-12-22 21:23:41
12048,temperature,70.47,2024-12-22 21:23:42
12049,total dissolved solids,0.33,2024-12-22 21:23:43
12050,turbidity,1.37,2024-12-22 21:23:43
12051,temperature,70.47,2024-12-22 21:23:45
12052,total dissolved solids,0.33,2024-12-22 21:23:45
12053,turbidity,1.37,2024-12-22 21:23:45
12054,total dissolved solids,693.42,2024-12-22 21:23:47
12055,turbidity,2902.67,2024-12-22 21:23:47
12056,temperature,70.47,2024-12-22 21:23:48
12057,total dissolved solids,0.33,2024-12-22 21:23:50
12058,turbidity,1.37,2024-12-22 21:23:50
12059,temperature,70.47,2024-12-22 21:23:51
12060,total dissolved solids,0.33,2024-12-22 21:23:52
12061,turbidity,1.37,2024-12-22 21:23:52
12062,total dissolved solids,0.33,2024-12-22 21:23:54
12063,turbidity,1.37,2024-12-22 21:23:54
12064,temperature,70.47,2024-12-22 21:23:54
12065,total dissolved solids,0.3,2024-12-22 21:23:56
12066,turbidity,1.25,2024-12-22 21:23:56
12067,temperature,70.47,2024-12-22 21:23:57
12068,total dissolved solids,693.53,2024-12-22 21:23:58
12069,turbidity,2903.13,2024-12-22 21:23:58
12070,temperature,70.47,2024-12-22 21:24:00
12071,total dissolved solids,0.33,2024-12-22 21:24:00
12072,turbidity,1.37,2024-12-22 21:24:00
12073,total dissolved solids,693.91,2024-12-22 21:24:02
12074,turbidity,2904.72,2024-12-22 21:24:02
12075,temperature,70.47,2024-12-22 21:24:03
12076,total dissolved solids,0.33,2024-12-22 21:24:04
12077,turbidity,1.37,2024-12-22 21:24:04
12078,temperature,70.47,2024-12-22 21:24:06
12079,total dissolved solids,0.33,2024-12-22 21:24:06
12080,turbidity,1.37,2024-12-22 21:24:06
12081,temperature,70.47,2024-12-22 21:24:09
12082,turbidity,1.37,2024-12-22 21:24:09
12083,total dissolved solids,0.33,2024-12-22 21:24:09
12084,turbidity,2883.45,2024-12-22 21:24:11
12085,total dissolved solids,0.33,2024-12-22 21:24:11
12086,temperature,70.47,2024-12-22 21:24:11
12087,turbidity,2901.65,2024-12-22 21:24:13
12088,total dissolved solids,693.18,2024-12-22 21:24:13
12089,temperature,70.47,2024-12-22 21:24:14
12090,turbidity,2900.28,2024-12-22 21:24:15
12091,total dissolved solids,0.33,2024-12-22 21:24:15
12092,turbidity,2899.71,2024-12-22 21:24:17
12093,total dissolved solids,692.72,2024-12-22 21:24:17
12094,temperature,70.47,2024-12-22 21:24:17
12095,turbidity,2901.31,2024-12-22 21:24:19
12096,total dissolved solids,693.1,2024-12-22 21:24:19
12097,temperature,70.47,2024-12-22 21:24:20
12098,turbidity,2898.58,2024-12-22 21:24:21
12099,total dissolved solids,692.45,2024-12-22 21:24:21
12100,temperature,70.47,2024-12-22 21:24:23
12101,total dissolved solids,694.59,2024-12-22 21:24:23
12102,turbidity,2907.56,2024-12-22 21:24:23
12103,total dissolved solids,692.53,2024-12-22 21:24:26
12104,turbidity,2898.92,2024-12-22 21:24:26
12105,temperature,70.47,2024-12-22 21:24:26
12106,turbidity,2898.92,2024-12-22 21:24:28
12107,total dissolved solids,692.53,2024-12-22 21:24:28
12108,temperature,70.47,2024-12-22 21:24:29
12109,total dissolved solids,692.64,2024-12-22 21:24:30
12110,turbidity,2899.37,2024-12-22 21:24:30
12111,temperature,70.47,2024-12-22 21:24:32
12112,turbidity,2905.4,2024-12-22 21:24:32
12113,total dissolved solids,694.08,2024-12-22 21:24:32
12114,total dissolved solids,693.72,2024-12-22 21:24:34
12115,turbidity,2903.92,2024-12-22 21:24:34
12116,temperature,70.47,2024-12-22 21:24:35
12117,total dissolved solids,692.2,2024-12-22 21:24:36
12118,turbidity,2897.55,2024-12-22 21:24:36
12119,temperature,70.47,2024-12-22 21:24:38
12120,total dissolved solids,691.98,2024-12-22 21:24:38
12121,turbidity,2896.64,2024-12-22 21:24:38
12122,total dissolved solids,692.2,2024-12-22 21:24:40
12123,turbidity,2897.55,2024-12-22 21:24:40
12124,temperature,70.47,2024-12-22 21:24:41
12125,total dissolved solids,693.13,2024-12-22 21:24:42
12126,turbidity,2901.42,2024-12-22 21:24:42
12127,temperature,70.36,2024-12-22 21:24:44
12128,total dissolved solids,693.86,2024-12-22 21:24:45
12129,turbidity,2904.49,2024-12-22 21:24:45
12130,temperature,70.47,2024-12-22 21:24:46
12131,total dissolved solids,693.02,2024-12-22 21:24:47
12132,turbidity,2900.97,2024-12-22 21:24:47
12133,turbidity,2899.26,2024-12-22 21:24:49
12134,total dissolved solids,692.61,2024-12-22 21:24:49
12135,temperature,70.47,2024-12-22 21:24:49
12136,turbidity,2901.42,2024-12-22 21:24:51
12137,total dissolved solids,693.13,2024-12-22 21:24:51
12138,temperature,70.47,2024-12-22 21:24:52
12139,turbidity,2900.51,2024-12-22 21:24:53
12140,total dissolved solids,692.91,2024-12-22 21:24:53
12141,temperature,70.47,2024-12-22 21:24:55
12142,turbidity,2905.17,2024-12-22 21:24:55
12143,total dissolved solids,694.02,2024-12-22 21:24:55
12144,total dissolved solids,691.2,2024-12-22 21:24:57
12145,turbidity,2893.35,2024-12-22 21:24:57
12146,temperature,70.47,2024-12-22 21:24:58
12147,turbidity,2896.99,2024-12-22 21:24:59
12148,total dissolved solids,692.07,2024-12-22 21:24:59
12149,temperature,70.36,2024-12-22 21:25:01
12150,total dissolved solids,0.33,2024-12-22 21:25:02
12151,turbidity,1.37,2024-12-22 21:25:02
12152,turbidity,2899.37,2024-12-22 21:25:04
12153,total dissolved solids,692.64,2024-12-22 21:25:04
12154,temperature,70.47,2024-12-22 21:25:04
12155,total dissolved solids,692.93,2024-12-22 21:25:06
12156,turbidity,2900.62,2024-12-22 21:25:06
12157,temperature,70.47,2024-12-22 21:25:07
12158,turbidity,2900.06,2024-12-22 21:25:08
12159,total dissolved solids,692.8,2024-12-22 21:25:08
12160,temperature,70.47,2024-12-22 21:25:10
12161,total dissolved solids,693.91,2024-12-22 21:25:10
12162,turbidity,2904.72,2024-12-22 21:25:10
12163,total dissolved solids,0.33,2024-12-22 21:25:12
12164,turbidity,1.37,2024-12-22 21:25:12
12165,temperature,70.36,2024-12-22 21:25:13
12166,total dissolved solids,691.93,2024-12-22 21:25:14
12167,turbidity,2896.42,2024-12-22 21:25:14
12168,temperature,70.36,2024-12-22 21:25:16
12169,turbidity,2901.65,2024-12-22 21:25:16
12170,total dissolved solids,0.33,2024-12-22 21:25:16
12171,temperature,70.36,2024-12-22 21:25:19
12172,turbidity,2890.61,2024-12-22 21:25:19
12173,total dissolved solids,0.33,2024-12-22 21:25:19
12174,turbidity,2889.7,2024-12-22 21:25:21
12175,total dissolved solids,0.33,2024-12-22 21:25:21
12176,temperature,70.36,2024-12-22 21:25:21
12177,total dissolved solids,693.1,2024-12-22 21:25:23
12178,turbidity,2901.31,2024-12-22 21:25:23
12179,temperature,70.47,2024-12-22 21:25:24
12180,turbidity,2899.49,2024-12-22 21:25:25
12181,total dissolved solids,692.66,2024-12-22 21:25:25
12182,turbidity,2901.65,2024-12-22 21:25:27
12183,total dissolved solids,693.18,2024-12-22 21:25:27
12184,temperature,70.47,2024-12-22 21:25:27
12185,total dissolved solids,693.04,2024-12-22 21:25:29
12186,turbidity,2901.08,2024-12-22 21:25:29
12187,temperature,70.36,2024-12-22 21:25:30
12188,total dissolved solids,693.26,2024-12-22 21:25:31
12189,turbidity,2901.99,2024-12-22 21:25:31
12190,temperature,70.36,2024-12-22 21:25:33
12191,turbidity,2899.71,2024-12-22 21:25:33
12192,total dissolved solids,692.72,2024-12-22 21:25:33
12193,turbidity,2900.97,2024-12-22 21:25:35
12194,total dissolved solids,693.02,2024-12-22 21:25:35
12195,temperature,70.36,2024-12-22 21:25:36
12196,turbidity,2900.06,2024-12-22 21:25:38
12197,total dissolved solids,692.8,2024-12-22 21:25:38
12198,temperature,70.47,2024-12-22 21:25:39
12199,total dissolved solids,693.4,2024-12-22 21:25:40
12200,turbidity,2902.56,2024-12-22 21:25:40
12201,total dissolved solids,0.33,2024-12-22 21:25:42
12202,turbidity,1.37,2024-12-22 21:25:42
12203,temperature,70.47,2024-12-22 21:25:42
12204,turbidity,2901.08,2024-12-22 21:25:44
12205,total dissolved solids,693.04,2024-12-22 21:25:44
12206,temperature,70.47,2024-12-22 21:25:45
12207,total dissolved solids,692.72,2024-12-22 21:25:46
12208,turbidity,2899.71,2024-12-22 21:25:46
12209,temperature,70.36,2024-12-22 21:25:48
12210,total dissolved solids,693.15,2024-12-22 21:25:48
12211,turbidity,2901.53,2024-12-22 21:25:48
12212,turbidity,2902.45,2024-12-22 21:25:50
12213,total dissolved solids,693.37,2024-12-22 21:25:50
12214,temperature,70.47,2024-12-22 21:25:51
12215,total dissolved solids,692.99,2024-12-22 21:25:52
12216,turbidity,2900.85,2024-12-22 21:25:52
12217,temperature,70.47,2024-12-22 21:25:54
12218,total dissolved solids,0.33,2024-12-22 21:25:54
12219,turbidity,1.37,2024-12-22 21:25:54
12220,turbidity,2901.08,2024-12-22 21:25:57
12221,total dissolved solids,693.04,2024-12-22 21:25:57
12222,temperature,70.36,2024-12-22 21:25:57
12223,total dissolved solids,693.07,2024-12-22 21:25:59
12224,turbidity,2901.19,2024-12-22 21:25:59
12225,temperature,70.36,2024-12-22 21:26:00
12226,turbidity,2890.5,2024-12-22 21:26:01
12227,total dissolved solids,690.52,2024-12-22 21:26:01
12228,temperature,70.36,2024-12-22 21:26:02
12229,turbidity,2901.99,2024-12-22 21:26:03
12230,total dissolved solids,693.26,2024-12-22 21:26:03
12231,total dissolved solids,692.8,2024-12-22 21:26:05
12232,turbidity,2900.06,2024-12-22 21:26:05
12233,temperature,70.36,2024-12-22 21:26:05
12234,total dissolved solids,693.23,2024-12-22 21:26:07
12235,turbidity,2901.88,2024-12-22 21:26:07
12236,temperature,70.47,2024-12-22 21:26:08
12237,turbidity,2901.42,2024-12-22 21:26:09
12238,total dissolved solids,693.13,2024-12-22 21:26:09
12239,temperature,70.36,2024-12-22 21:26:11
12240,total dissolved solids,693.64,2024-12-22 21:26:11
12241,turbidity,2903.58,2024-12-22 21:26:11
12242,total dissolved solids,693.29,2024-12-22 21:26:14
12243,turbidity,2902.1,2024-12-22 21:26:14
12244,temperature,70.36,2024-12-22 21:26:14
12245,total dissolved solids,693.1,2024-12-22 21:26:16
12246,turbidity,2901.31,2024-12-22 21:26:16
12247,temperature,70.36,2024-12-22 21:26:17
12248,total dissolved solids,693.21,2024-12-22 21:26:18
12249,turbidity,2901.76,2024-12-22 21:26:18
12250,total dissolved solids,692.15,2024-12-22 21:26:20
12251,turbidity,2897.33,2024-12-22 21:26:20
12252,temperature,70.36,2024-12-22 21:26:20
12253,total dissolved solids,693.34,2024-12-22 21:26:22
12254,turbidity,2902.33,2024-12-22 21:26:22
12255,temperature,70.36,2024-12-22 21:26:23
12256,turbidity,2899.71,2024-12-22 21:26:24
12257,total dissolved solids,692.72,2024-12-22 21:26:24
12258,temperature,70.47,2024-12-22 21:26:26
12259,turbidity,2906.43,2024-12-22 21:26:26
12260,total dissolved solids,694.32,2024-12-22 21:26:26
12261,total dissolved solids,0.33,2024-12-22 21:26:28
12262,turbidity,1.37,2024-12-22 21:26:28
12263,temperature,70.36,2024-12-22 21:26:29
